id,retweet_count,favorite_count,retweeted,lang
863427515083354112,105,2363,False,en
863079547188785154,1195,9094,False,en
863062471531167744,2687,8945,False,en
862831371563274240,5457,20011,False,en
862722525377298433,3809,17779,False,en
862457590147678208,5388,21492,False,en
862096992088072192,21840,66437,False,en
861769973181624320,37911,0,False,en
861383897657036800,11528,37744,False,en
861288531465048066,4479,18032,False,en
861005113778896900,4119,17538,False,en
860981674716409858,2334,0,False,en
860924035999428608,882,0,False,en
860563773140209665,2334,7878,False,en
860524505164394496,5698,24678,False,en
860276583193509888,3745,19154,False,en
860184849394610176,6295,17474,False,en
860177593139703809,33421,0,False,in
859924526012018688,4349,20021,False,en
859851578198683649,3780,16105,False,en
859607811541651456,1704,19476,False,en
859196978902773760,25661,75193,False,en
859074603037188101,14740,35553,False,en
858860390427611136,8805,0,False,en
858843525470990336,3771,16304,False,en
858471635011153920,5271,22640,False,en
858107933456039936,3154,16524,False,en
857989990357356544,2812,16952,False,en
857746408056729600,11524,36021,False,en
857393404942143489,1785,6236,False,en
857263160327368704,4934,21041,False,en
857214891891077121,20,242,False,en
857062103051644929,183,0,False,en
857029823797047296,4364,19910,False,en
856602993587888130,11633,0,False,en
856543823941562368,3131,17135,False,en
856526610513747968,2068,12446,False,en
856330835276025856,731,0,False,en
856288084350160898,17,545,False,en
856282028240666624,6841,29086,False,en
855862651834028034,27,320,False,en
855860136149123072,1058,4407,False,en
855857698524602368,2313,12498,False,en
855851453814013952,19196,47844,False,en
855818117272018944,5943,28056,False,en
855459453768019968,8987,31657,False,en
855245323840757760,6568,0,False,en
855138241867124737,50,0,False,en
854732716440526848,6690,24188,False,en
854482394044301312,7608,31131,False,en
854365224396361728,5159,20046,False,en
854120357044912130,8285,33911,False,en
854010172552949760,3433,17169,False,en
853760880890318849,6403,30414,False,en
853639147608842240,11265,37198,False,en
853299958564483072,3928,16508,False,en
852936405516943360,2243,0,False,en
852912242202992640,2037,9658,False,en
852672615818899456,2388,15939,False,en
852553447878664193,3885,17492,False,en
852311364735569921,10961,35325,False,en
852226086759018497,7570,21378,False,en
852189679701164033,1741,12217,False,en
851953902622658560,10706,0,False,en
851861385021730816,23,0,False,en
851591660324737024,3819,17300,False,en
851464819735769094,7855,25944,False,en
851224888060895234,6350,22090,False,en
850753642995093505,10352,33348,False,en
850380195714523136,2915,13994,False,en
850333567704068097,367,3647,False,en
850145622816686080,4244,17519,False,en
850019790995546112,5459,21944,False,en
849776966551130114,8404,32390,False,en
849668094696017920,5513,0,False,en
849412302885593088,3487,17039,False,en
849336543269576704,2101,12240,False,en
849051919805034497,7396,32617,False,en
848690551926992896,4826,27104,False,en
848324959059550208,4037,20229,False,en
848213670039564288,832,8834,False,en
848212111729840128,3444,17618,False,en
847978865427394560,3652,0,False,en
847971574464610304,482,0,False,en
847962785489326080,5730,25296,False,en
847842811428974592,1522,5935,False,en
847617282490613760,468,7558,False,en
847606175596138505,3774,20208,False,en
847251039262605312,4800,22036,False,en
847157206088847362,6572,21588,False,en
847116187444137987,3583,23108,False,en
846874817362120707,4404,21685,False,en
846514051647705089,13076,48410,False,en
846505985330044928,3492,15304,False,en
846153765933735936,10226,34394,False,en
846139713627017216,10972,33188,False,en
846042936437604353,3224,17256,False,en
845812042753855489,9894,31737,False,en
845677943972139009,5365,27154,False,en
845459076796616705,15071,0,False,en
845397057150107648,2072,8241,False,en
845306882940190720,6039,25225,False,en
845098359547420673,8640,0,False,en
844979544864018432,2909,14738,False,en
844973813909606400,3617,16361,False,en
844704788403113984,11633,42022,False,en
844580511645339650,3533,17871,False,en
844223788422217728,2450,14753,False,en
843981021012017153,3285,16327,False,en
843856843873095681,5220,23211,False,en
843604394117681152,3081,18310,False,en
843235543001513987,6852,23315,False,en
842892208864923648,56625,0,False,en
842846295480000512,4023,16440,False,en
842765311967449089,1439,7321,False,en
842535590457499648,3937,19637,False,en
842163532590374912,6568,26569,False,en
842115215311396866,3386,15204,False,en
841833993020538882,17504,0,False,en
841680585030541313,8748,27854,False,en
841439858740625411,4168,13755,False,en
841320156043304961,6080,21402,False,en
841314665196081154,5312,17305,False,en
841077006473256960,5991,24926,False,en
840761248237133825,1972,0,False,en
840728873075638272,18285,0,False,en
840698636975636481,3,197,False,en
840696689258311684,1116,13377,False,en
840632337062862849,1972,9761,False,en
840370681858686976,5146,17918,False,en
840268004936019968,6497,20950,False,en
839990271299457024,2597,14640,False,en
839549326359670784,8805,29957,False,en
839290600511926273,158,0,False,en
839239871831150596,7422,29684,False,en
838952994649550848,4505,21289,False,en
838921590096166913,2357,12183,False,en
838916489579200512,38,0,False,en
838831947270979586,12643,0,False,en
838561493054533637,1504,11892,False,en
838476387338051585,5484,24664,False,en
838201503651401729,11525,0,False,en
838150277551247360,370,1824,False,und
838085839343206401,0,150,False,en
838083903487373313,3582,19183,False,en
837820167694528512,8952,37277,False,en
837482249356513284,495,4204,False,en
837471256429613056,2631,13967,False,en
837366284874571778,6005,23074,False,en
837110210464448512,2731,17480,False,en
837012587749474308,88,0,False,en
836989968035819520,2610,13879,False,en
836753516572119041,5237,21029,False,en
836677758902222849,2522,13782,False,en
836648853927522308,626,0,False,en
836397794269200385,31314,0,False,en
836380477523124226,3337,16037,False,en
836260088725786625,4850,23177,False,en
836001077879255040,4935,20924,False,en
835685285446955009,9327,0,False,en
835574547218894849,4121,19447,False,en
835536468978302976,1939,0,False,en
835309094223372289,24013,0,False,en
835297930240217089,3381,17847,False,en
835264098648616962,1939,8503,False,en
835246439529840640,83,2259,False,en
835172783151792128,6516,28552,False,en
835152434251116546,3443,24574,False,en
834931633769889797,1878,11838,False,en
834786237630337024,6159,22943,False,en
834574053763584002,2882,14993,False,en
834477809192075265,12224,0,False,en
834458053273591808,1899,10512,False,en
834209720923721728,5476,22594,False,en
834167344700198914,4130,17194,False,en
834089966724603904,2427,10971,False,en
834086379323871233,2512,14296,False,en
833863086058651648,2729,14661,False,en
833826103416520705,3904,16728,False,en
833732339549220864,251,0,False,en
833722901757046785,3636,22585,False,en
833479644947025920,2357,16258,False,en
833124694597443584,5513,22133,False,en
832998151111966721,2522,14549,False,en
832769181346996225,43,0,False,en
832757312314028032,4127,18423,False,en
832682457690300417,3368,13017,False,en
832645525019123713,594,3195,False,en
832636094638288896,3220,17379,False,en
832397543355072512,2548,13126,False,en
832369877331693569,3652,18792,False,en
832273440279240704,2673,12385,False,en
832215909146226688,7069,0,False,en
832215726631055365,10723,0,False,en
832088576586297345,3,72,False,en
832040443403784192,11131,0,False,en
832032802820481025,4746,13887,False,en
831939777352105988,7031,26404,False,en
831926988323639298,39,369,False,en
831911600680497154,7458,30380,False,en
831670449226514432,2059,11469,False,en
831650051525054464,2243,7908,False,en
831552930092285952,2632,9872,False,en
831322785565769729,1744,10042,False,en
831315979191906304,1264,7117,False,en
831309418084069378,2786,12819,False,en
831262627380748289,2350,13066,False,en
830956169170665475,1735,8735,False,en
830583320585068544,19297,73397,False,en
830173239259324417,6554,0,False,en
830097400375152640,3455,10804,False,en
829878982036299777,5757,0,False,en
829861396166877184,2243,13441,False,en
829501995190984704,12224,34913,False,en
829449946868879360,2329,11519,False,en
829374341691346946,10706,38074,False,en
829141528400556032,8530,26952,False,en
829011960981237760,18627,58302,False,en
828801551087042563,3901,0,False,en
828770345708580865,6746,28085,False,en
828708714936930305,12882,40241,False,en
828650029636317184,1544,10467,False,en
828409743546925057,1305,6898,False,en
828408677031882754,1477,8398,False,en
828381636999917570,2554,13864,False,en
828376505180889089,1216,8112,False,en
828372645993398273,3344,13756,False,en
828361771580813312,195,2408,False,en
828046555563323392,3260,12923,False,en
828011680017821696,2451,11411,False,en
827933404142436356,5987,22180,False,en
827653905312006145,3433,16983,False,en
827600520311402496,1082,8143,False,en
827324948884643840,3510,17523,False,en
827228250799742977,13517,0,False,en
827199976799354881,2579,11659,False,en
826958653328592898,5757,23767,False,en
826848821049180160,11878,40325,False,en
826615380357632002,4521,0,False,en
826598799820865537,292,5637,False,en
826598365270007810,2709,11117,False,en
826476773533745153,4821,20275,False,en
826240494070030336,2965,14614,False,en
826204788643753985,1075,5361,False,en
826115272272650244,3599,17299,False,en
825876512159186944,2146,11525,False,en
825829644528148480,2848,14025,False,en
825535076884762624,19669,56413,False,en
825147591692263424,5244,20181,False,en
825120256414846976,1483,0,False,en
825026590719483904,1483,7020,False,en
824796380199809024,6288,0,False,en
824775126675836928,4069,16508,False,en
824663926340194305,1993,11113,False,en
824325613288833024,11848,12999,False,en
824297048279236611,4463,16625,False,en
824025158776213504,679,5255,False,en
823939628516474880,3123,11755,False,en
823719002937630720,12953,0,False,en
823699002998870016,2772,13826,False,en
823581115634085888,3031,14376,False,en
823333489516937216,31,777,False,und
823322678127919110,4637,17437,False,en
823269594223824897,11421,0,False,en
822975315408461824,3958,19139,False,en
822872901745569793,48265,132810,False,en
822859134160621569,2622,14576,False,en
822647212903690241,7390,0,False,en
822610361945911296,3423,16327,False,en
822489057087389700,7390,20083,False,en
822462944365645825,17209,31800,False,en
822244816520155136,11421,38832,False,en
822163064745328640,5571,0,False,en
821886076407029760,2692,12582,False,en
821813639212650496,3839,0,False,en
821765923262631936,1899,9317,False,en
821522889702862852,2030,8871,False,en
821421320206483457,6470,0,False,en
821407182352777218,5053,13075,False,en
821153421864615936,10,280,False,en
821149554670182400,2320,9718,False,en
821107785811234820,2487,10645,False,en
821044531881721856,2636,14021,False,en
820837357901512704,7733,0,False,en
820749716845686786,11525,34984,False,en
820690176645140481,3716,13518,False,en
820494788566847489,648,0,False,en
820446719150292993,2980,0,False,en
820314633777061888,648,3706,False,en
820078625395449857,7246,21979,False,en
820013781606658049,1369,0,False,en
819952236453363712,1369,5927,False,en
819924195358416896,5607,14305,False,en
819711362133872643,3604,14916,False,en
819588359383371776,2271,10606,False,en
819347104292290561,1383,8008,False,en
819238181065359361,462,2550,False,en
819227688460238848,7733,25652,False,en
819015337530290176,42228,0,False,en
819015331746349057,21794,0,False,en
819006400881917954,21794,49960,False,en
819004803107983360,42228,95450,False,en
818646164899774465,24069,0,False,en
818627210458333184,8564,24597,False,en
818614493328580609,2982,10971,False,en
818588835076603904,7126,0,False,en
818536468981415936,2873,12127,False,en
818307523543449600,9366,0,False,en
818259473185828864,2621,12197,False,en
818145370475810820,3014,13671,False,en
817908911860748288,906,5356,False,en
817827839487737858,31314,57622,False,en
817777686764523521,3084,11901,False,en
817536400337801217,3505,13105,False,en
817502432452313088,3917,0,False,en
817423860136083457,17504,38260,False,en
817415592588222464,1131,6267,False,en
817181837579653120,9907,0,False,en
817171292965273600,2326,9690,False,en
817120970343411712,3011,13367,False,en
817056546584727552,1927,9517,False,en
816829038950027264,5496,0,False,en
816816676327063552,2361,11071,False,en
816697700272001025,2545,10905,False,en
816450570814898180,9366,33961,False,en
816336735214911488,2269,9564,False,en
816091915477250048,2500,9927,False,en
816062466425819140,1207,0,False,en
816014286006976512,6154,0,False,en
815990720817401858,1207,5545,False,en
815966073409433600,9907,25057,False,en
815745968457060357,4797,0,False,en
815736392542261248,2625,10937,False,en
815639385530101762,1918,9161,False,en
815390420867969024,4407,11467,False,en
814986499976527872,1505,8485,False,en
814638523311648768,3130,12511,False,en
814578408554463233,6750,0,False,en
814530161257443328,2156,9629,False,en
814153002265309185,10080,32000,False,en
813944609378369540,3732,0,False,en
813910438903693312,2194,10342,False,en
813812741911748608,16267,40402,False,en
813800681631023104,2060,9300,False,en
813217897535406080,8476,20783,False,en
813202720496779264,2090,10192,False,en
813187593374461952,5096,22085,False,en
813172488309972993,2236,10384,False,en
813157409116065792,2557,8588,False,en
813142292504645637,2728,9361,False,en
813130366689148928,513,4968,False,en
813127251579564032,3652,13242,False,en
813112105746448384,3225,11515,False,en
813096984823349248,4207,11694,False,en
813081950185472002,3220,10989,False,en
813066809284972545,2276,8865,False,en
813051746834595840,8503,23337,False,en
812781120811126785,2191,8380,False,en
812747805718642688,8067,0,False,en
812709060537683968,1665,7373,False,en
812503143955202048,1424,6787,False,en
812466873996607488,2231,8900,False,en
812372279581671427,4252,15224,False,en
811985624773361665,1647,8102,False,en
811744202451197953,1884,8429,False,en
811647686436880384,872,6215,False,en
811627233043480576,3650,14265,False,en
811386762094317568,7444,23302,False,en
810984652412424192,1655,5927,False,en
810896069567610880,2090,10093,False,en
810657578271330305,3057,12192,False,en
810284430598270976,13369,39640,False,en
810254108431155201,3901,16380,False,en
809920764300447744,4521,17250,False,en
809808892968534016,5711,0,False,en
809448704142938112,1696,7727,False,en
809220051211603969,6554,22246,False,en
809084759137812480,4046,14685,False,en
808838249661788160,3536,11271,False,en
808733504066486276,2509,8784,False,en
808501579447930884,3007,12595,False,en
808344865868283904,24069,47281,False,en
808134635716833280,6961,0,False,en
808106460588765185,2525,9701,False,en
808001312164028416,4098,14015,False,en
807621403335917568,4288,16236,False,en
807106840509214720,56625,107015,False,en
807059379405148160,8521,0,False,en
807010152071229440,4418,14514,False,en
806629075125202948,37911,75639,False,en
806620845233815552,6426,0,False,en
806576416489959424,2230,5370,False,en
806542213899489280,2752,11363,False,en
806242860592926720,13616,0,False,en
806219024703037440,1388,7145,False,en
805958939288408065,6238,0,False,en
805932879469572096,2209,9178,False,en
805826884734976000,2132,7335,False,en
805823200554876929,9374,0,False,en
805520635690676224,1905,6368,False,en
805487436403003392,2929,9773,False,en
805207613751304193,1972,8680,False,en
804738756058218496,4480,15326,False,en
804475857670639616,2355,6886,False,en
804413760345620481,3712,0,False,en
804026241225523202,18876,49774,False,en
803773340896923648,3220,11203,False,en
803692223237865472,8689,0,False,en
803638050916102144,4828,12270,False,en
803380650405482500,2169,8601,False,en
803321560782307329,6221,0,False,en
803276597545603072,2887,11207,False,en
802952499103731712,2336,10085,False,en
802624713319034886,3403,0,False,en
802600418706604034,1714,7938,False,en
802572683846291456,2926,9959,False,en
802323869084381190,6808,18124,False,en
802265048156610565,1573,7039,False,en
802247111496568832,5247,0,False,en
802239329049477120,3040,10132,False,en
802185808107208704,314,0,False,en
801958328846974976,1992,8608,False,en
801854953262350336,275,1958,False,en
801538201127157760,2391,9141,False,en
801285448605831168,960,6802,False,en
801167903437357056,6961,27386,False,en
801127390143516673,4627,0,False,en
801115127852503040,2429,8992,False,en
800859414831898624,113,778,False,en
800855607700029440,1889,0,False,en
800751577355128832,3214,11701,False,en
800513324630806528,3495,14685,False,en
800459316964663297,2489,10538,False,en
800443802682937345,5068,0,False,en
800388270626521089,3265,12456,False,en
800188575492947969,4581,0,False,en
800141422401830912,2980,17092,False,en
800018252395122689,15351,31768,False,en
799774291445383169,5488,0,False,en
799757965289017345,2506,9390,False,en
799422933579902976,2213,8965,False,en
799308762079035393,6478,0,False,en
799297110730567681,3227,11065,False,en
799063482566066176,2863,9058,False,en
798933969379225600,5203,14712,False,en
798925684722855936,1663,8246,False,en
798705661114773508,7724,0,False,en
798701998996647937,9126,0,False,en
798697898615730177,7602,0,False,en
798694562394996736,5812,0,False,en
798686750113755136,2702,0,False,en
798682547630837760,5515,0,False,en
798673117451325440,6485,0,False,en
798665375516884993,4519,0,False,en
798644042770751489,2153,0,False,en
798628517273620480,2272,0,False,en
798585098161549313,6618,0,False,en
798576900688019456,6871,0,False,en
798340744599797760,3924,0,False,en
798209839306514432,2954,11548,False,en
797971864723324932,3652,13018,False,en
797545162159308800,5656,16198,False,en
797236660651966464,7726,22328,False,en
797165961484890113,32,256,False,en
796904159865868288,10411,0,False,en
796865951799083009,2198,8564,False,en
796759840936919040,3562,13256,False,en
796563435802726400,8536,0,False,en
796484825502875648,2042,8472,False,en
796387464403357696,4861,12334,False,en
796177847564038144,16628,0,False,en
796149749086875649,16628,36177,False,en
796125600683540480,2079,5511,False,und
796116448414461957,2813,10139,False,en
796080075804475393,2703,9469,False,en
796031486298386433,4284,12071,False,en
795464331001561088,27728,55683,False,en
795400264262053889,3323,11270,False,en
795076730285391872,6288,18139,False,en
794983741416415232,3942,0,False,en
794926597468000259,2697,11492,False,en
794355576146903043,12014,0,False,en
794332329137291264,3088,10686,False,en
794205286408003585,3895,10314,False,en
793962221541933056,5711,18910,False,en
793845145112371200,2187,10295,False,en
793614319594401792,3661,0,False,en
793601777308463104,1908,8926,False,en
793500921481273345,2786,11953,False,en
793286476301799424,10723,27597,False,en
793271401113350145,2763,9677,False,en
793256262322548741,9714,22350,False,en
793241302385262592,3812,11780,False,en
793226087023144960,3338,11001,False,en
793210959003287553,3301,9997,False,en
793195938047070209,6547,17063,False,en
793180763617361921,2310,7740,False,en
793165685325201412,3238,10478,False,en
793150605191548928,1984,6909,False,en
793135492858580992,2893,7214,False,en
793120401413079041,4551,14202,False,en
792913359805018113,4715,16063,False,en
792883833364439040,4964,12666,False,en
792773781206999040,1963,8209,False,en
792394556390137856,4998,15128,False,en
792050063153438720,2088,8029,False,en
791821351946420224,24514,0,False,en
791784077045166082,11271,0,False,en
791780927877898241,4432,0,False,en
791774931465953280,21156,37818,False,en
791672322847637504,3661,13129,False,en
791406955684368384,4797,14670,False,en
791312159183634433,2963,9841,False,en
791026214425268224,4858,0,False,en
790987426131050500,2483,11089,False,en
790946055508652032,5496,18601,False,en
790723298204217344,2704,0,False,en
790698755171364864,2203,9158,False,en
790581949425475584,8183,22473,False,en
790337589677002753,2167,8740,False,en
790277117346975746,3732,14081,False,en
790227638568808452,4190,0,False,en
789986466051088384,2704,10369,False,en
789960241177853952,4839,0,False,en
789903600034189313,4858,11673,False,en
789628658055020548,2080,8448,False,en
789599242079838210,2279,7620,False,en
789530877013393408,3942,13188,False,en
789314372632018944,2666,9615,False,en
789280767834746880,5747,0,False,en
789268448748703744,3014,10196,False,en
789137962068021249,3244,10875,False,en
788908386943430656,14409,30653,False,en
788765914992902144,12014,30658,False,en
788552643979468800,8407,0,False,en
788412144018661376,5990,16060,False,en
788178268662984705,2488,8100,False,en
788150585577050112,1510,6865,False,en
788070120937619456,3952,0,False,en
788039637453406209,1535,6867,False,en
787810552592695296,3540,9717,False,en
787717603741622272,3240,11416,False,en
787397959788929025,3300,12120,False,en
787322443945877504,2032,8726,False,en
787111942498508800,7798,0,False,en
786963064373534720,9327,29725,False,en
786729988674449408,2827,0,False,en
786709082849828864,7069,20296,False,en
786664955043049472,2996,11957,False,en
786595970293370880,3601,10497,False,en
786363235746385920,4072,12189,False,en
786286427768250368,3352,8930,False,en
786233965241827333,5571,17178,False,en
786051337297522688,179,1614,False,en
786036967502913536,8237,0,False,en
785927819176054784,3652,12696,False,en
785872687017132033,2130,7489,False,en
785639753186217984,2561,8735,False,en
785533386513321988,2334,10183,False,en
785515384317313025,1477,6800,False,en
785264754247995392,1911,8128,False,en
785170936622350336,5639,13491,False,en
784826020293709826,3712,11310,False,en
784517518371221505,2970,10039,False,en
784431430411685888,1491,6329,False,en
784183165795655680,9374,22513,False,en
784057939640352768,12953,33505,False,en
783839966405230592,12643,33689,False,en
783821107061198850,2269,8209,False,en
783695101801398276,3737,11650,False,en
783466772167098368,2608,9468,False,en
783391753726550016,6441,18908,False,en
783347506784731136,6533,0,False,en
783334639985389568,13616,32651,False,en
783085703974514689,2565,9112,False,en
782969140009107456,8521,26949,False,en
782747134529531904,1604,8310,False,en
782722598790725632,6238,19250,False,en
782598640137187329,2184,8694,False,en
782305867769217024,6470,18630,False,en
782021823840026624,7236,0,False,en
781955203444699136,3920,12357,False,en
781661882474196992,3129,11634,False,en
781655249211752448,1314,4466,False,en
781524693396357120,6426,23163,False,en
781308096455073793,2961,7973,False,en
781251288990355457,2458,9428,False,en
781163403222056960,3168,10895,False,en
780931614150983680,8536,24192,False,en
780858289093574656,2328,8033,False,en
780800785462489090,1505,6141,False,en
780601303617732608,3839,13525,False,en
780543529827336192,2032,7040,False,en
780496263422808064,4319,0,False,en
780476555013349377,136,0,False,en
780459368902959104,1224,5892,False,en
780192070812196864,2589,9712,False,en
780092040432480260,2655,0,False,en
780074436359819264,5815,13723,False,en
779834332596887552,8237,21252,False,en
779377524342161408,3613,9831,False,en
779124354206535695,21324,0,False,en
779123168116150273,4207,13206,False,en
779056095788752897,5247,16500,False,en
778990705243029504,8437,22342,False,en
778774459159379968,11550,0,False,en
778764940568104960,426,955,False,en
778748913645780993,1562,7717,False,en
778650543019483137,1729,6430,False,en
778624900596654080,1176,5177,False,en
778408200802557953,5023,15135,False,en
778396591732486144,14198,0,False,en
778383385161035776,1271,6515,False,en
778286810187399168,3836,11576,False,en
778039087836069888,3065,9417,False,en
778027034220126208,1885,7320,False,en
777953400541634568,4080,0,False,en
777885040357281792,1893,7078,False,en
777684233540206592,3403,12518,False,en
777641927919427584,4947,0,False,en
777621514455814149,2910,9742,False,en
777189768882946048,4999,15921,False,en
776819012571455488,15839,0,False,en
776813020089548800,1405,5444,False,en
776477788987613185,3249,9858,False,en
776249906839351296,10673,0,False,en
776218204058357768,18497,33345,False,en
776201521193218049,2919,10681,False,en
776113305656188928,5068,13102,False,en
776088319444877312,179,2045,False,en
775898661951791106,17621,0,False,en
775842724423557120,3116,13022,False,en
775733305207554048,4627,15413,False,en
775729183532220416,5302,14361,False,en
775364825476165632,3472,8295,False,en
775350846108426240,4532,11309,False,en
775096608509886464,9220,0,False,en
775085132600442880,5488,17281,False,en
774757898236878852,2035,9462,False,en
774639387460112384,2013,7508,False,en
774314403806253056,6478,24167,False,en
773985732834758656,4492,11925,False,en
773922284943896577,1999,7110,False,en
773704687002451968,1891,7317,False,en
773670353721753600,1501,5935,False,en
773547596996571136,7126,24553,False,en
773336787167145985,5912,0,False,en
773308824254029826,8640,25846,False,en
773247561583001600,3699,10414,False,en
773191612633579521,4736,11117,False,en
772877495989305348,4501,9555,False,en
772826264096874500,2669,8842,False,en
772615324260794368,3914,0,False,en
772581559778025472,1968,7192,False,en
772193107915964416,1612,6665,False,en
772152991789019136,1300,4181,False,en
772117678702071809,848,4165,False,en
772114945936949249,546,3005,False,en
772102971039580160,1065,4448,False,en
771908950375665664,2181,7298,False,en
771770456517009408,3924,13356,False,en
771500966810099713,3018,9167,False,en
771380798096281600,5912,11746,False,en
771171053431250945,8705,0,False,en
771136648247640064,3357,10223,False,en
771102124360998913,1663,6898,False,en
771014301343748096,1782,7032,False,en
770787852854652928,1415,5498,False,en
770772759874076672,1626,5749,False,en
770743923962707968,52360,0,False,en
770655142660169732,2013,8130,False,en
770414278348247044,2390,6987,False,en
770293558247038976,1718,6923,False,en
770093767776997377,3520,0,False,en
770069151037685760,2651,8385,False,en
769940425801170949,11131,34948,False,en
769695466921623552,1926,7101,False,en
769335591808995329,8830,0,False,en
769212283578875904,1969,5980,False,en
768970937022709760,7574,16017,False,en
768909767477751808,3129,0,False,en
768855141948723200,1034,4660,False,en
768609597686943744,1382,4580,False,en
768596291618299904,1473,5592,False,en
768554158521745409,6719,0,False,en
768473857036525572,3958,15110,False,en
768193404517830656,4080,12157,False,en
